wk,S,C,K,rv,otm,ret,payout,assigned
2022-04-08,447.57,437.79,454.0,0.19693428482671754,0.014366467815090322,-0.02185133051813115,0.0,False
2022-04-15,437.79,426.04,444.0,0.20060291357098903,0.014184883163160356,-0.026839352200826894,0.0,False
2022-04-22,426.04,412.0,432.0,0.17270182160434433,0.01398929677964511,-0.03295465214533855,0.0,False
2022-04-29,412.0,411.34,418.0,0.18140811153087696,0.014563106796116498,-0.001601941747572888,0.0,False
2022-05-06,411.34,401.72,417.0,0.1762641573902968,0.013759906646569897,-0.0233869791413428,0.0,False
2022-05-13,401.72,389.63,407.0,0.17801984649496577,0.013143483023001057,-0.030095588967440134,0.0,False
2022-05-20,389.63,415.26,395.0,0.1836489543436887,0.013782306290583302,0.06578035572209529,0.05199804943151193,True
2022-05-27,415.26,410.54,423.0,0.2347043860268135,0.018638925010836527,-0.011366372874825337,0.0,False
2022-06-03,410.54,389.8,418.0,0.23448661146204192,0.01817118916548921,-0.050518828859550835,0.0,False
2022-06-10,389.8,365.86,397.0,0.2485984680148451,0.018471010774756325,-0.061416110826064685,0.0,False
2022-06-17,365.86,390.08,372.0,0.2308872026039212,0.016782375772153246,0.0662001858634449,0.0494178100912917,True
2022-06-24,390.08,381.24,398.0,0.27575488466699444,0.020303527481542183,-0.022662018047579946,0.0,False
2022-07-01,381.24,388.67,389.0,0.27556046271280094,0.02035463225264933,0.01948903577798755,0.0,False
2022-07-08,388.67,385.13,397.0,0.2829129567473826,0.02143206318985258,-0.009107983636504002,0.0,False
2022-07-15,385.13,395.09,393.0,0.2817637647743091,0.020434658427024743,0.025861397450211543,0.005426739023186911,True
2022-07-22,395.09,411.99,404.0,0.28706159511924473,0.022551823635121204,0.04277506390948904,0.02022324027436789,True
2022-07-29,411.99,413.47,421.0,0.29501925086487624,0.021869462851040078,0.003592320201946775,0.0,False
2022-08-05,413.47,427.1,423.0,0.2950215403745588,0.023048830628582317,0.032964906764698654,0.009916076136116338,True
2022-08-12,427.1,422.14,437.0,0.2962247451279829,0.02317958323577618,-0.011613205338328325,0.0,False
2022-08-19,422.14,405.31,431.0,0.2888144968621013,0.020988297721135307,-0.03986829014071158,0.0,False
2022-08-26,405.31,392.24,414.0,0.2723377801330564,0.02144037896918416,-0.03224692210900293,0.0,False
2022-09-02,392.24,406.6,401.0,0.27883801396250374,0.022333265347746156,0.03661023862941071,0.014276973281664345,True
2022-09-09,406.6,385.56,415.0,0.26849934841936124,0.02065912444663054,-0.05174618789965568,0.0,False
2022-09-16,385.56,367.95,393.0,0.2588297323345691,0.019296607531901655,-0.045673825085589814,0.0,False
2022-09-23,367.95,357.18,375.0,0.23950673381364115,0.019160211985324027,-0.029270281288218514,0.0,False
2022-09-30,357.18,362.79,364.0,0.24209214365556758,0.019094014222520883,0.015706366537880045,0.0,False
2022-10-07,362.79,357.63,369.0,0.24058278424054722,0.01711734061027026,-0.014223104275200571,0.0,False
2022-10-14,357.63,374.29,364.0,0.24119912816654024,0.01781170483460559,0.04658445879819939,0.028772753963593717,True
2022-10-21,374.29,389.02,382.0,0.2558651033534797,0.020599000774800258,0.0393545112078868,0.018755510433086594,True
2022-10-28,389.02,376.35,396.0,0.25325849572160886,0.017942522235360636,-0.03256901958768177,0.0,False
2022-11-04,376.35,398.51,384.0,0.2589273116785264,0.020326823435631747,0.05888136043576453,0.03855453700013283,True
2022-11-11,398.51,396.03,407.0,0.2803924687186038,0.02130435873629266,-0.006223181350530793,0.0,False
2022-11-18,396.03,402.33,404.0,0.2800169968243967,0.020124738024897226,0.015907885766229812,0.0,False
2022-11-25,402.33,406.91,411.0,0.2713203716652287,0.021549474312131833,0.011383690005716707,0.0,False
2022-12-02,406.91,393.28,415.0,0.2626859366090569,0.019881546287876972,-0.03349635054434652,0.0,False
2022-12-09,393.28,383.27,401.0,0.26174386889179346,0.01962978030919449,-0.025452603742880386,0.0,False
2022-12-16,383.27,382.91,390.0,0.2448028007913942,0.017559422861168406,-0.0009392856211024592,0.0,False
2022-12-23,382.91,382.43,389.0,0.2240497249484981,0.015904520644537845,-0.0012535582774020337,0.0,False
2022-12-30,382.43,388.08,389.0,0.21302188612251133,0.017179614569986734,0.014773945558664181,0.0,False
2023-01-06,388.08,387.86,394.0,0.2128395347518372,0.015254586683158156,-0.0005668934240361523,0.0,False
2023-01-13,387.86,398.5,394.0,0.2090481866842924,0.015830454287629525,0.027432578765533844,0.011602124477904398,True
2023-01-20,398.5,395.88,404.0,0.19631365787199975,0.013801756587201952,-0.006574654956085335,0.0,False
2023-01-27,395.88,405.68,401.0,0.18267586776264613,0.01293321208447007,0.024754976255430883,0.011821764170960914,True
2023-02-03,405.68,412.35,411.0,0.17181366671284698,0.013113784263458772,0.016441530270163707,0.003327746006704848,True
2023-02-10,412.35,408.04,416.0,0.13149854278296774,0.008851703649811915,-0.010452285679641071,0.0,False
2023-02-17,408.04,407.26,412.0,0.1330170302716029,0.009704930889128383,-0.001911577296343614,0.0,False
2023-02-24,407.26,396.38,411.0,0.1299483925340259,0.009183322693119944,-0.02671512056180325,0.0,False
2023-03-03,396.38,404.19,400.0,0.1388993069532703,0.00913265048690648,0.019703315000756838,0.01057066451385034,True
2023-03-10,404.19,385.91,408.0,0.1265686875510238,0.00942625992726187,-0.04522625497909394,0.0,False
2023-03-17,385.91,389.99,390.0,0.1494353892266092,0.010598326034567673,0.010572413256976887,0.0,False
2023-03-24,389.99,395.75,394.0,0.15064743513967344,0.010282314931151948,0.014769609477166101,0.004487294546014001,True
2023-03-31,395.75,409.39,400.0,0.15272015297163188,0.01073910296904601,0.0344662034112444,0.023727100442198324,True
2023-04-07,409.39,409.19,414.0,0.16404339589409728,0.011260656098097233,-0.0004885317179217363,0.0,False
2023-04-14,409.19,412.46,414.0,0.16403326964670722,0.01175493047239673,0.007991397639238507,0.0,False
2023-04-21,412.46,412.2,417.0,0.15662835756937213,0.01100712796392389,-0.0006303641565242879,0.0,False
2023-04-28,412.2,415.93,417.0,0.15552213801467693,0.011644832605531397,0.009049005337214977,0.0,False
2023-05-05,415.93,412.63,421.0,0.14918900059037454,0.012189551126391418,-0.007934027360373186,0.0,False
2023-05-12,412.63,411.59,417.0,0.1469989402418059,0.010590601749751682,-0.0025204178077212758,0.0,False
2023-05-19,411.59,418.62,416.0,0.1453442057543697,0.010714546028815164,0.017080103986977457,0.0063655579581622605,True
2023-05-26,418.62,420.02,423.0,0.14870163257563193,0.010462949691844692,0.0033443218193109914,0.0,False
2023-06-02,420.02,427.92,424.0,0.13477099689935537,0.009475739250511817,0.018808628160563945,0.009332888910051941,True
2023-06-09,427.92,429.9,432.0,0.1343485683002978,0.009534492428491248,0.004627033090297106,0.0,False
2023-06-16,429.9,439.46,432.0,0.08049925051218995,0.00488485694347518,0.022237729704582376,0.017352872761107186,True
2023-06-23,439.46,433.21,442.0,0.08511509878286669,0.005779820689027382,-0.014221999726937606,0.0,False
2023-06-30,433.21,443.28,436.0,0.09607505826143438,0.006440294545370762,0.023245077445118945,0.01680478289974833,True
2023-07-07,443.28,438.55,446.0,0.08407759743293089,0.0061360765204836465,-0.010670456596282185,0.0,False
2023-07-14,438.55,449.28,441.0,0.08985469077387141,0.005586592178770999,0.024466993501311096,0.018880401322540128,True
2023-07-21,449.28,452.18,453.0,0.09760842827589995,0.008279914529914612,0.006454772079772075,0.0,False
2023-07-28,452.18,456.92,455.0,0.09632816779135427,0.006236454509266132,0.01048255119642616,0.004246096687160016,True
2023-08-04,456.92,446.81,460.0,0.09648812243392392,0.006740786133240029,-0.02212641162566753,0.0,False
2023-08-11,446.81,445.65,450.0,0.10951795311058633,0.007139500011190458,-0.0025961818222510757,0.0,False
2023-08-18,445.65,436.5,449.0,0.10954433683968462,0.007517109839560332,-0.02053180747223149,0.0,False
2023-08-25,436.5,439.97,440.0,0.11885008456277463,0.008018327605956443,0.007949599083619807,0.0,False
2023-09-01,439.97,451.19,444.0,0.1192058791512478,0.009159715435143267,0.025501738754915015,0.016342023319771797,True
2023-09-08,451.19,445.52,455.0,0.12355373003257575,0.008444336089008964,-0.012566767880493823,0.0,False
2023-09-15,445.52,443.37,450.0,0.12801134346733323,0.01005566528999835,-0.0048258215119409975,0.0,False
2023-09-22,443.37,430.42,447.0,0.12157142599104814,0.008187292780296396,-0.029208110607393367,0.0,False
2023-09-29,430.42,427.48,435.0,0.13278030270499178,0.010640769480972034,-0.006830537614423093,0.0,False
2023-10-06,427.48,429.54,431.0,0.12288655891598262,0.008234303359221373,0.0048189388977262215,0.0,False
2023-10-13,429.54,431.5,433.0,0.12241174441914048,0.008055128742375572,0.004563020906085624,0.0,False
2023-10-20,431.5,421.19,435.0,0.10998391216642434,0.008111239860950192,-0.023893395133256057,0.0,False
2023-10-27,421.19,410.68,425.0,0.1153059204302403,0.009045798808138938,-0.02495310904817305,0.0,False
