date,SOXL,SOXS,UVXY
2022-01-06,0.01925693141689526,0.001573033707865169,0.050614101592115296
2022-01-07,0.007050781250000096,0.0,-0.06999999999999997
2022-01-10,0.05000000000000002,-0.06759398496240587,-0.08000000000000006
2022-01-11,0.031203058999524802,-0.05630434782608695,-0.0800000000000001
2022-01-12,0.012144177449168236,-0.0005926670015069004,-0.0002299386512077603
2022-01-13,-0.0500000000000001,0.05878644804990423,0.049999999999999864
2022-01-14,0.03999999999999984,,
2022-01-18,,0.03999999999999994,-8.500145032286355e-17
2022-01-19,0.0015705614567526165,-7.979727989493313e-17,5.898059818321144e-17
2022-01-20,-0.08000000000000013,,0.04999999999999991
2022-01-21,,0.05511879049676026,0.00817001946787789
2022-01-24,,0.05,0.049999999999999926
2022-01-25,,-1.249000902703301e-16,-0.048642230252968585
2022-01-26,0.060022002200220095,,-0.07999999999999999
2022-01-27,,0.05000000000000003,0.05037463976945237
2022-01-28,,0.009097222222222213,0.06356460569419743
2022-01-31,0.050000000000000114,,-0.054744156664561006
2022-02-01,,-0.02947368421052631,-0.07884180790960449
2022-02-02,,,-0.023919951631331277
2022-02-03,,,0.049999999999999795
2022-02-04,0.053270142180094696,-0.06999999999999998,-7.28583859910259e-17
2022-02-07,-0.04219792865362489,,0.05000000000000005
2022-02-08,0.020000000000000018,-0.06,-0.037638376383763834
2022-02-09,0.020000000000000087,-0.053020833333333336,-0.010634920634920607
2022-02-10,4.683753385137379e-17,,
2022-02-11,,0.05000000000000011,0.0673323142864923
2022-02-14,-0.04759612999255799,,
2022-02-15,0.020936127313314477,-0.05457002457002457,-2.0816681711721685e-17
2022-02-16,0.039671918149009874,-6.938893903907228e-18,-0.08000000000000006
2022-02-17,,0.030000000000000075,0.049999999999999836
2022-02-18,0.05204214751630738,-0.02777282850779523,
2022-02-22,0.008355739400206907,,
2022-02-23,6.938893903907228e-17,0.0032450331125827257,0.04999999999999995
2022-02-24,0.054934029288096375,,
2022-02-25,0.040000000000000105,-0.009953917050691246,2.2551405187698492e-17
2022-02-28,-0.06999999999999992,0.05,0.050000000000000086
2022-03-01,-0.06999999999999995,0.0500000000000002,0.05000000000000005
2022-03-02,0.0628887134964484,-0.08,
2022-03-03,,-3.469446951953614e-18,-0.07000000000000012
2022-03-04,,,9.367506770274758e-17
2022-03-07,,0.05000000000000008,0.05000000000000028
2022-03-08,,,0.05053555750658475
2022-03-09,0.02800682087277733,,0.02805447470817121
2022-03-10,0.053270142180094876,-0.04810865191146878,-0.07000000000000012
2022-03-11,-0.05000000000000002,0.029999999999999992,0.04000000000000012
2022-03-14,,0.05320754716981128,0.050937499999999816
2022-03-15,0.029999999999999943,,-0.035535983895319506
2022-03-16,-0.07000000000000023,,
2022-03-17,0.049999999999999836,,-0.030000000000000082
2022-03-18,0.03991340535969896,-0.027712082262210794,-0.0680433397068197
2022-03-21,,0.010725388601036273,0.06237288135593205
2022-03-22,-0.018268604359809523,0.05,0.00981785728773673
2022-03-23,,0.050025062656641604,7.979727989493313e-17
2022-03-24,0.029999999999999888,-0.08,-0.038181818181818136
2022-03-25,-6.591949208711867e-17,0.002922521302409626,0.003639626704953342
2022-03-28,-1.734723475976807e-17,-0.03301217753893007,-0.05985611510791365
2022-03-29,0.026047430830039645,,-0.005382631940009021
2022-03-30,-0.07178368121442122,0.04696935533463164,0.007875092387287506
2022-03-31,-0.061615633557381214,0.049999999999999926,0.05000000000000005
2022-04-01,,-0.0010582875144451234,-3.469446951953614e-17
2022-04-04,0.03664633826712868,,-0.03999999999999997
2022-04-05,,0.04517711938324775,0.023239946636173167
2022-04-06,0.05700457815565734,0.005178178618565808,-0.08000000000000003
2022-04-07,6.245004513516506e-17,-0.049999999999999954,5.0306980803327406e-17
2022-04-08,,0.04999999999999981,0.0245977011494252
2022-04-11,-0.0047689463955638625,0.01,0.02000000000000001
2022-04-12,-0.0347888173574233,,0.050000000000000065
2022-04-13,,,-0.04999999999999981
2022-04-14,,0.02000000000000004,0.030000000000000023
2022-04-18,-0.007499425041889739,,-5.724587470723463e-17
2022-04-19,0.0400000000000001,-0.016533996683250417,-0.035819397993311096
2022-04-20,,0.05103996467211318,0.05000000000000011
2022-04-21,-0.08000000000000004,0.05134192043282957,0.05000000000000019
2022-04-22,-0.0474294426566936,0.05000000000000015,0.050101010101010326
2022-04-25,,-2.42861286636753e-17,-3.0357660829594124e-16
2022-04-26,,0.020000000000000066,0.050000000000000114
2022-04-27,0.008062952754528792,,
2022-04-28,0.06083100999583364,-0.04999999999999984,-0.08000000000000013
2022-04-29,-0.06000000000000017,,
2022-05-02,5.724587470723463e-17,,0.05826920949178852
2022-05-03,0.05504676697844663,-2.949029909160572e-17,-0.04304136253041367
2022-05-04,0.05000000000000013,-0.036965845909452025,-2.0816681711721685e-17
2022-05-05,1.457167719820518e-16,0.052043189368770816,0.005422578655151104
2022-05-06,,0.051556086869894394,0.05459240693693385
2022-05-09,,0.050454377604981226,-2.8275992658421956e-16
2022-05-10,0.05994613609907793,,-0.022753468958578604
2022-05-11,-0.06000000000000011,,
2022-05-12,,,0.0499999999999998
2022-05-13,0.019793035247580762,,0.011008403361344354
2022-05-16,0.050000000000000044,-5.724587470723463e-17,-0.026544502617801072
2022-05-17,0.04999999999999996,0.0032926563521462494,-0.011509817197020988
2022-05-18,-0.08000000000000015,0.05281195954191546,0.05000000000000001
2022-05-20,,0.05059626436781604,
2022-05-23,,5.898059818321144e-17,-0.001905972045743329
2022-05-24,,1.8388068845354155e-16,-0.05000000000000001
2022-05-25,,,-0.032597402597402576
2022-05-26,0.02302189658300073,,0.026775139255350338
2022-05-27,0.017395337017978532,-0.042958579881656876,-0.013245988093030896
2022-05-31,,3.8163916471489756e-17,
2022-06-01,1.734723475976807e-17,-0.006200427451911732,0.0500000000000002
2022-06-02,0.03999999999999995,,-0.013756495916852263
2022-06-03,0.0015331435542903088,-0.004562521935201681,-0.0053331879950584485
2022-06-06,-0.05091020910209114,,0.015317875841435926
2022-06-07,0.020000000000000052,2.0122792321330962e-16,-0.036860282574568345
2022-06-08,-0.041284722222222243,0.016479076479076565,0.02157143958670687
2022-06-09,-0.07000000000000013,0.03000000000000004,
2022-06-10,7.632783294297951e-17,0.002488654662567706,
2022-06-13,0.05672862453531602,-1.1622647289044608e-16,-8.673617379884035e-17
2022-06-14,-6.071532165918825e-17,,
2022-06-15,3.0531133177191805e-16,0.05000000000000007,
2022-06-16,,0.02002886846253292,1.9255430583342559e-16
2022-06-17,0.061036814425244106,0.0007040554801746139,-0.05102941176470597
2022-06-21,-0.016490765171503958,,0.019999999999999983
2022-06-22,1.3877787807814457e-17,9.71445146547012e-17,
2022-06-23,,,0.004635825090961502
2022-06-24,0.008991650610147756,,0.010000000000000024
2022-06-27,,0.05197170324687095,0.012137240886347496
2022-06-28,-0.06,,
2022-06-29,,,0.0019582882091311385
2022-06-30,1.9949319973733282e-16,0.0006141015921151266,
2022-07-05,0.05000000000000006,-2.255140518769849e-16,-0.048413028413028455
2022-07-06,0.012929292929292971,0.0005203298265568802,-0.012184996358339396
2022-07-07,0.007738362749161813,,0.009999999999999972
2022-07-08,-0.00422799422799424,-0.014812479256554854,0.01560609810053011
2022-07-11,,,0.01271723078740613
2022-07-12,0.003260530421216861,0.030389410866585483,
2022-07-13,0.005202765114269498,,
2022-07-14,0.05076095311299002,-0.08000000000000004,
2022-07-15,,-0.036242083040112595,
2022-07-18,-0.0800000000000001,0.05000000000000007,0.02470312884947032
2022-07-19,0.020100010001000073,-0.04624698687833705,0.02999999999999988
2022-07-20,0.022432130414776884,0.056964313123329335,0.009266347687400263
2022-07-21,0.029999999999999822,-0.03528415680816526,
2022-07-22,-0.05183650615901465,0.059395058877857315,
2022-07-25,0.033500583430571766,-0.01962184873949583,
2022-07-26,-0.03389126450824695,0.02814670731105273,
2022-07-27,0.06825416325416345,-0.07000000000000017,
2022-07-28,0.05000000000000025,-0.05694082985514369,
2022-07-29,0.009999999999999962,-0.03166920345002533,
2022-08-01,-0.013992015968063846,0.049999999999999996,
2022-08-02,-0.020070711910673618,0.003375295043273163,
2022-08-03,0.028240787246312335,-0.06662640680757625,
2022-08-04,0.01966889369673381,-0.00493458240091129,-0.018147086914995225
2022-08-05,-1.1449174941446927e-16,-0.00011823915778705688,
2022-08-08,1.8561541192951836e-16,-0.010095564113535817,
2022-08-09,,-0.014825139474821067,-0.005592255970253325
2022-08-10,0.009999999999999941,,
2022-08-11,-0.056392961876832834,0.057821782178217776,
2022-08-12,0.021730007254869312,,
2022-08-15,0.03999999999999997,-0.026710526315789483,
2022-08-16,0.049999999999999954,-0.010276728409833458,
2022-08-17,0.0500000000000001,-0.02269179004037686,
2022-08-18,-0.0002334203457798091,0.004247914869140063,
2022-08-19,,0.009459967065971674,
2022-08-22,-0.03525222551928805,0.012202115946191779,
2022-08-23,-0.008099547511312219,,
2022-08-24,0.01550703165825391,-0.016010444581873153,
2022-08-25,0.020000000000000115,,
2022-08-26,-0.08000000000000013,0.037960461692507774,
2022-08-29,0.051984021304926735,0.007363010637346919,-0.03680933852140078
2022-08-30,,0.01933689049968116,0.0058287122612446455
2022-08-31,0.03299229152067276,-0.01352801256577146,0.009258231166628217
2022-09-01,0.05000000000000013,-0.04076190476190472,-0.055024061597690174
2022-09-02,,0.05000000000000006,0.04999999999999999
2022-09-06,-5.377642775528102e-17,0.032641648270787374,0.037838623994595096
2022-09-07,0.04999999999999999,-0.04989906832298137,-0.04614124872057329
2022-09-08,-0.001821561338289996,,0.007512690355329837
2022-09-09,0.010578172295344105,-0.004416775884665859,0.0003885003885004278
2022-09-12,0.004089979550102284,0.002018460466736406,0.0140846093065967
2022-09-13,-0.057900732302685,0.04218012839372058,0.034567988534647556
2022-09-14,0.004125316914161457,0.04999999999999995,0.0037089201877933548
2022-09-15,0.05486374896779509,0.0013808801213959204,
2022-09-16,0.04340605725858415,-0.02948660714285714,
2022-09-19,-1.0581813203458523e-16,0.0500000000000001,-0.03601805416248753
2022-09-20,-3.642919299551295e-17,-0.0014098939220758902,0.014897231962142628
2022-09-21,0.01857142857142858,0.017058823529411668,0.030714995034756817
2022-09-22,,0.004918436441982069,-0.029064546304957903
2022-09-23,,-1.734723475976807e-16,0.05000000000000005
2022-09-26,-0.024077471967380245,0.05984126984126982,
2022-09-27,-0.01592252803261995,0.05000000000000001,0.05202811544485055
2022-09-28,0.030000000000000113,-0.03983536384590057,-0.045025041736227074
2022-09-29,,-0.018414882772680795,-0.01079365079365071
2022-09-30,-0.06999999999999997,0.05001644490955322,0.05
2022-10-03,0.013838383838383664,,0.013344425956738768
2022-10-04,0.021001001001001048,0.0028450949612382447,0.005259422225714416
2022-10-05,0.05000000000000021,-0.08000000000000004,-0.02564459930313589
2022-10-06,,,0.05000000000000021
2022-10-07,,0.05000000000000007,0.025951735251346288
2022-10-10,,-0.03388292543294706,
2022-10-11,0.06769184754861077,-0.049851782614501315,
2022-10-12,0.007699291132943608,-0.0050115651503469544,-0.009774436090225564
2022-10-13,-0.011504257466558754,,-0.043781932353360926
2022-10-14,,0.05010101010101003,0.02387435182687416
2022-10-17,0.027300944669365706,-0.01950335713524463,0.01000000000000003
2022-10-18,,-2.0816681711721685e-17,-0.01086906803887933
2022-10-19,5.551115123125783e-17,0.0030243847048984675,0.01857557421093344
2022-10-20,-0.08000000000000002,,0.023240951008880052
2022-10-21,0.053758740575803925,,
2022-10-24,0.050000000000000135,-0.016964371305320358,
2022-10-25,0.005568461809222073,,
2022-10-26,-0.03994675088172256,,
2022-10-27,,0.050000000000000114,
2022-10-28,0.03999999999999988,,
2022-10-31,,-0.0043002974037457285,
2022-11-01,0.01704103671706269,-0.008240343347639486,
2022-11-02,0.032345276872964075,-2.2551405187698492e-17,
2022-11-03,-0.031426721874121995,0.004056224899598372,
2022-11-04,0.00040462427745664373,,
2022-11-07,0.032804098779331,-0.053578869047619125,
2022-11-08,-0.08000000000000018,0.051857707509881425,
2022-11-09,1.1102230246251565e-16,0.04383167195872575,0.029999999999999936
2022-11-10,0.010000000000000063,,0.01606645230439458
2022-11-11,0.019555585685339584,,
2022-11-14,-0.028497484093339055,0.043164556962025355,
2022-11-15,4.336808689942018e-17,0.01647081978938772,
2022-11-16,9.71445146547012e-17,0.004497468553069652,
2022-11-18,0.011249005568814653,-0.009805134913048501,
2022-11-21,0.009164578111946532,-0.005451076587626056,
2022-11-22,0.010000000000000007,-0.03738552437223044,
2022-11-23,-0.018223226994892386,,
2022-11-28,-0.03168491996630161,0.01256263119529551,
2022-11-29,-0.022647554806070808,0.01295566103606918,
2022-11-30,0.07434145191316267,-0.06982475975127198,
2022-12-01,0.004139194139194198,0.00043617703656189874,
2022-12-02,0.01856139460099848,-0.026540018685767785,
2022-12-05,-0.04159489633173843,0.02620036508235262,0.024545858047855397
2022-12-06,-0.023412969283276477,0.018233710964768512,0.00654943214528707
2022-12-07,0.004285585601815896,0.003390011013209779,0.03648208954883472
2022-12-08,0.02215996442411529,-0.0040601503759398055,
2022-12-09,-0.023231017770597724,0.04999999999999998,
