date,SOXL,SOXS,UVXY
2022-01-06,0.018857051414761867,0.0010262763947984333,0.048289107544115195
2022-01-07,0.006650901247866666,-0.0003218119898666667,-0.07182486309546657
2022-01-10,0.049539566664,-0.06846255426533913,-0.08135986428586667
2022-01-11,0.030803178997391465,-0.05694797180582023,-0.08135986428586676
2022-01-12,0.011836384114234866,-0.0013643696377735669,-0.0018398684133410334
2022-01-13,-0.05052350000266677,0.057661721433904196,0.047675005951999805
2022-01-14,0.0396316533311998,0.0,0.0
2022-01-18,0.0,0.039100218707199895,-0.002539927381333419
2022-01-19,0.0010785947874192665,-0.0012215932826667463,-0.002539927381333275
2022-01-20,-0.08024724000106677,0.0,0.0476750059519999
2022-01-21,0.0,0.0539940638807602,0.005630092086544466
2022-01-24,0.0,0.048875273384,0.0476750059519999
2022-01-25,0.0,-0.0012215932826667914,-0.051397090967635166
2022-01-26,0.059561568864219996,0.0,-0.08135986428586657
2022-01-27,0.0,0.048875273384,0.0480496457214523
2022-01-28,0.0,0.007875628939555533,0.0612396116461974
2022-01-31,0.0495395666640001,0.0,-0.05703401856962766
2022-02-01,0.0,-0.03002044152359297,-0.08020167219547107
2022-02-02,0.0,0.0,-0.02667481234599787
2022-02-03,0.0,0.0,0.047675005951999694
2022-02-04,0.0528097088440946,-0.07086856930293323,-0.0025399273813334067
2022-02-07,-0.04253725532189147,0.0,0.047675005952
2022-02-08,0.0198158266656,-0.061093514626133334,-0.03831830852669713
2022-02-09,0.0198158266656,-0.053664457313066634,-0.011779851587453934
2022-02-10,-0.0004919666693332865,0.0,0.0
2022-02-11,0.0,0.0488752733840001,0.0650073202384923
2022-02-14,-0.048119629995224567,0.0,0.0
2022-02-15,0.02062833397838107,-0.05543859387295783,-0.0025399273813333546
2022-02-16,0.03917995147967646,-0.0012215932826666735,-0.08135986428586667
2022-02-17,0.0,0.0293251640304,0.047675005951999805
2022-02-18,0.0515817141803073,-0.028641397810728535,0.0
2022-02-22,0.007863772730873566,0.0,0.0
2022-02-23,-0.000491966669333264,0.0020234398299160336,0.0476750059519999
2022-02-24,0.0544735959520963,0.0,0.0
2022-02-25,0.0396316533312001,-0.010725619686957868,-0.0025399273813333113
2022-02-28,-0.07033932666826656,0.048875273384,0.047675005952
2022-03-01,-0.07033932666826656,0.0488752733840002,0.047675005952
2022-03-02,0.06242828016044839,-0.08064362397973333,0.0
2022-03-03,0.0,-0.00122159328266667,-0.07182486309546678
2022-03-04,0.0,0.0,-0.0025399273813332397
2022-03-07,0.0,0.048875273384,0.04767500595200019
2022-03-08,0.0,0.0,0.048210563458584696
2022-03-09,0.02751485420344397,0.0,0.025979546136437867
2022-03-10,0.0528097088440948,-0.04897722121440203,-0.07182486309546678
2022-03-11,-0.05052350000266667,0.0293251640303999,0.0381400047616001
2022-03-14,0.0,0.0520828205538112,0.0486125059519998
2022-03-15,0.029723739998399897,0.0,-0.037360846990786165
2022-03-16,-0.07033932666826687,0.0,0.0
2022-03-17,0.0495395666639998,0.0,-0.031824863095466664
2022-03-18,0.039421438690365566,-0.028805596888344033,-0.06940320399268636
2022-03-21,0.0,0.009503795318369535,0.060047887307931994
2022-03-22,-0.018792104362476164,0.048875273384,0.008207927525603367
2022-03-23,0.0,0.0489003360406416,-0.002539927381333254
2022-03-24,0.0297237399983998,-0.08064362397973333,-0.040471680086884766
2022-03-25,-0.0004919666693333993,0.0017009280197429334,0.0010996993236199663
2022-03-28,-0.0004919666693333507,-0.03433063748826334,-0.06168097820338027
2022-03-29,0.025647550827906266,0.0,-0.006992561702142333
2022-03-30,-0.07203092121548788,0.04574776205196493,0.006265162625154166
2022-03-31,-0.061954960225647865,0.0488752733839999,0.047675005952
2022-04-01,0.0,-0.0018299901507117667,-0.0025399273813333685
2022-04-04,0.036246458264995264,0.0,-0.04135986428586656
2022-04-05,0.0,0.04395552610058103,0.021630016874039766
2022-04-06,0.0565441448196573,0.003956585335899133,-0.08135986428586667
2022-04-07,-0.0004919666693332709,-0.051318459949333234,-0.0025399273813332835
2022-04-08,0.0,0.0488752733839998,0.02298777138729187
2022-04-11,-0.0050767397304971335,0.0097750546768,0.0190700023808
2022-04-12,-0.035220230692889966,0.0,0.047675005952
2022-04-13,0.0,0.0,-0.052754860714666466
2022-04-14,0.0,0.0195501093536,0.028605003571199997
2022-04-18,-0.007807218376823033,0.0,-0.002539927381333391
2022-04-19,0.0396316533312001,-0.017080753996317068,-0.037179262279177665
2022-04-20,0.0,0.0499152380561131,0.047675005952000096
2022-04-21,-0.08024724000106667,0.0502171938168295,0.047675005952000096
2022-04-22,-0.047860855992160264,0.0488752733840001,0.047776016053010295
2022-04-25,0.0,-0.0012215932826666908,-0.0025399273813336374
2022-04-26,0.0,0.0195501093536,0.047675005952000096
2022-04-27,0.007570986085195366,0.0,0.0
2022-04-28,0.0603705766598336,-0.05131845994933314,-0.08135986428586676
2022-04-29,-0.06043141333546677,0.0,0.0
2022-05-02,-0.0004919666693332761,0.0,0.0559442154437885
2022-05-03,0.0545863336424466,-0.001221593282666696,-0.04440122681628027
2022-05-04,0.0495395666640001,-0.03828430585878533,-0.0025399273813333546
2022-05-05,-0.0004919666693331877,0.0509184627527708,0.002882651273817766
2022-05-06,0.0,0.0504313602538943,0.0522674128889338
2022-05-09,0.0,0.0493296509889812,-0.002539927381333616
2022-05-10,0.0594857027630779,0.0,-0.02550832967324527
2022-05-11,-0.06043141333546677,0.0,0.0
2022-05-12,0.0,0.0,0.047675005951999805
2022-05-13,0.019393155245447366,0.0,0.008468475980010966
2022-05-16,0.049539566664,-0.0012215932826667238,-0.028834364522867667
2022-05-17,0.0495395666639999,0.0020710630694795334,-0.012189749339954233
2022-05-18,-0.08024724000106677,0.0516872329259154,0.047675005952
2022-05-20,0.0,0.049471537751816,0.0
2022-05-23,0.0,-0.0012215932826666076,-0.0025859041886766333
2022-05-24,0.0,-0.0012215932826664829,-0.05275486071466667
2022-05-25,0.0,0.0,-0.034422265692869165
2022-05-26,0.022714103248067368,0.0,0.024700210683616965
2022-05-27,0.01708754368304517,-0.04360220386139013,-0.013925920235964133
2022-05-31,0.0,-0.0012215932826666286,0.0
2022-06-01,-0.000491966669333316,-0.007518887401245033,0.04767500595200019
2022-06-02,0.0396316533311999,0.0,-0.014901426869385535
2022-06-03,0.0011332635521569667,-0.004884333925068267,-0.006478118947591733
2022-06-06,-0.05124953577035776,0.0,0.012777948460102566
2022-06-07,0.0198158266656,-0.0012215932826664653,-0.03822014686043496
2022-06-08,-0.04162404889048887,0.015707373842809833,0.019031512205373465
2022-06-09,-0.07033932666826677,0.0293251640304,0.0
2022-06-10,-0.000491966669333257,0.0021668426727010333,0.0
2022-06-13,0.056268191199315996,-0.0012215932826667828,-0.00253992738133342
2022-06-14,-0.0004919666693333941,0.0,0.0
2022-06-15,-0.0004919666693330281,0.048875273384,0.0
2022-06-16,0.0,0.019032220503066234,-0.0025399273813331413
2022-06-17,0.0605763810892441,-0.0005175378024920665,-0.052389276050572565
2022-06-21,-0.01661438517203723,0.0,0.0190700023807999
2022-06-22,-0.0004919666693333195,-0.0012215932826665694,0.0
2022-06-23,0.0,0.0,0.0025608965192281665
2022-06-24,0.008868030609614367,0.0,0.0095350011904
2022-06-27,0.0,0.05075010996420423,0.010527311124214067
2022-06-28,-0.060431413335466665,0.0,0.0
2022-06-29,0.0,0.0,-0.00011664036260223372
2022-06-30,-0.0004919666693331339,-0.0006074916905515665,0.0
